,Crime type,Latitude,Longitude,Location,Month
9172,Bicycle theft,51.523332,-0.646249,On or near Pedestrian Subway,2018-07
9173,Bicycle theft,51.520497,-0.639876,On or near Brook Path,2018-07
9240,Bicycle theft,51.527725,-0.6358550000000001,On or near Sandown Road,2018-07
9298,Bicycle theft,51.522621,-0.608591,On or near Sheffield Road,2018-07
9308,Bicycle theft,51.519729999999996,-0.601372,On or near Loddon Spur,2018-07
9309,Bicycle theft,51.520429,-0.599707,On or near Regent Court,2018-07
9337,Bicycle theft,51.517225,-0.6069829999999999,On or near Woodland Avenue,2018-07
9404,Bicycle theft,51.513988,-0.570404,On or near Rochfords Gardens,2018-07
9414,Bicycle theft,51.521802,-0.576286,On or near The Link,2018-07
9441,Bicycle theft,51.51862,-0.577855,On or near Clarendon Court,2018-07
9442,Bicycle theft,51.51862,-0.577855,On or near Clarendon Court,2018-07
9508,Bicycle theft,51.516849,-0.64549,On or near Elmshott Lane,2018-07
9530,Bicycle theft,51.514936,-0.6295069999999999,On or near Egremont Gardens,2018-07
9531,Bicycle theft,51.514936,-0.6295069999999999,On or near Egremont Gardens,2018-07
9562,Bicycle theft,51.514781,-0.647079,On or near Barnfield,2018-07
9575,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2018-07
9576,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2018-07
9577,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2018-07
9578,Bicycle theft,51.510892,-0.593184,On or near Bus/Coach Station,2018-07
9579,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2018-07
9580,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2018-07
9581,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2018-07
9582,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2018-07
9583,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2018-07
9584,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2018-07
9680,Bicycle theft,51.517302,-0.593101,On or near Montague Road,2018-07
9690,Bicycle theft,51.5129,-0.592733,On or near Bus/Coach Station,2018-07
9691,Bicycle theft,51.513365,-0.591695,On or near Grays Place,2018-07
9756,Bicycle theft,51.516575,-0.595459,On or near Belgrave Road,2018-07
9757,Bicycle theft,51.51501,-0.585692,On or near Galloway Chase,2018-07
9857,Bicycle theft,51.511879,-0.649629,On or near Sports/Recreation Area,2018-07
9898,Bicycle theft,51.506503,-0.59767,On or near Parking Area,2018-07
10023,Bicycle theft,51.510181,-0.606694,On or near Montem Lane,2018-07
10024,Bicycle theft,51.506303,-0.600457,On or near Chalvey Gardens,2018-07
10051,Bicycle theft,51.509821,-0.595421,On or near William Street,2018-07
10052,Bicycle theft,51.509821,-0.595421,On or near William Street,2018-07
10053,Bicycle theft,51.510344,-0.595535,On or near Pedestrian Subway,2018-07
10054,Bicycle theft,51.510344,-0.595535,On or near Pedestrian Subway,2018-07
10055,Bicycle theft,51.510344,-0.595535,On or near Pedestrian Subway,2018-07
10056,Bicycle theft,51.509238,-0.599272,On or near Bronte Close,2018-07
10139,Bicycle theft,51.507998,-0.584382,On or near Wexham Road,2018-07
10167,Bicycle theft,51.508043,-0.588862,On or near Shopping Area,2018-07
10168,Bicycle theft,51.508043,-0.588862,On or near Shopping Area,2018-07
10169,Bicycle theft,51.508043,-0.588862,On or near Shopping Area,2018-07
10170,Bicycle theft,51.509259,-0.59273,On or near Shopping Area,2018-07
10171,Bicycle theft,51.506115,-0.5975239999999999,On or near Windsor Road,2018-07
10172,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2018-07
10173,Bicycle theft,51.510215,-0.5922390000000001,On or near Brunel Way,2018-07
10174,Bicycle theft,51.509101,-0.592302,On or near Shopping Area,2018-07
10175,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2018-07
10291,Bicycle theft,51.504558,-0.595137,On or near Upton Park,2018-07
10353,Bicycle theft,51.499834,-0.5505770000000001,On or near Stanley Green West,2018-07
10369,Bicycle theft,51.502043,-0.554656,On or near Supermarket,2018-07
10432,Bicycle theft,51.498689,-0.5286569999999999,On or near Stornaway Road,2018-07
10459,Bicycle theft,51.497772,-0.540154,On or near Humber Way,2018-07
10547,Bicycle theft,51.61081,-0.645093,On or near Post Office Lane,2018-07
10622,Bicycle theft,51.605846,-0.663927,On or near Lower Riding,2018-07
10623,Bicycle theft,51.603718,-0.6681189999999999,On or near Beacon Close,2018-07
11034,Bicycle theft,51.542862,-0.521104,On or near Supermarket,2018-07
11066,Bicycle theft,51.516967,-0.504258,On or near Barnes Way,2018-07
11085,Bicycle theft,51.518609999999995,-0.5104310000000001,On or near Addison Close,2018-07
11165,Bicycle theft,51.747614,-0.979067,On or near Supermarket,2018-07
11183,Bicycle theft,51.747402,-0.993108,On or near Jubilee Gardens,2018-07
11377,Bicycle theft,51.617911,-1.239932,On or near Tavy Close,2018-07
11481,Bicycle theft,51.600938,-1.1253440000000001,On or near High Street,2018-07
11596,Bicycle theft,51.538740999999995,-0.905437,On or near Supermarket,2018-07
11664,Bicycle theft,51.533684,-0.9002389999999999,On or near Parking Area,2018-07
11691,Bicycle theft,51.494609000000004,-1.053238,On or near Park/Open Space,2018-07
11694,Bicycle theft,51.52155,-1.136219,On or near Station Road,2018-07
11695,Bicycle theft,51.52155,-1.136219,On or near Station Road,2018-07
11770,Bicycle theft,51.754622999999995,-1.29459,On or near Petrol Station,2018-07
11833,Bicycle theft,51.684642,-1.266299,On or near Supermarket,2018-07
11843,Bicycle theft,51.682216,-1.273802,On or near Oxford Road,2018-07
11896,Bicycle theft,51.670483000000004,-1.285731,On or near Nightclub,2018-07
11926,Bicycle theft,51.671085999999995,-1.282873,On or near Supermarket,2018-07
11927,Bicycle theft,51.670074,-1.281978,On or near High Street,2018-07
11971,Bicycle theft,51.679103999999995,-1.482699,On or near A420,2018-07
11982,Bicycle theft,51.660474,-1.29877,On or near Lucca Drive,2018-07
12097,Bicycle theft,51.630796999999994,-1.286022,On or near Tyrrell'S Way,2018-07
12098,Bicycle theft,51.631465999999996,-1.279221,On or near Harwell Road,2018-07
12352,Bicycle theft,51.480667,-1.049264,On or near Allison Gardens,2018-07
12380,Bicycle theft,51.441013,-1.067209,On or near Nunhide Lane,2018-07
12517,Bicycle theft,51.408074,-1.512101,On or near Sports/Recreation Area,2018-07
12523,Bicycle theft,51.405969,-1.516278,On or near Combe View,2018-07
12578,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2018-07
12579,Bicycle theft,51.394086,-1.243301,On or near Parking Area,2018-07
12596,Bicycle theft,51.407072,-1.329307,On or near Supermarket,2018-07
12759,Bicycle theft,51.402923,-1.2571139999999998,On or near Supermarket,2018-07
12777,Bicycle theft,51.405716,-1.256494,On or near The Frances,2018-07
12846,Bicycle theft,51.405604,-1.322643,On or near Parking Area,2018-07
12878,Bicycle theft,51.397913,-1.3206149999999999,On or near Greenham Road,2018-07
12879,Bicycle theft,51.402511,-1.325779,On or near Parking Area,2018-07
12880,Bicycle theft,51.401576,-1.324241,On or near Bridge Street,2018-07
12881,Bicycle theft,51.400995,-1.323214,On or near Parking Area,2018-07
12943,Bicycle theft,51.399405,-1.317287,On or near Kings Road,2018-07
12980,Bicycle theft,51.390878,-1.318362,On or near Westlands Road,2018-07
12981,Bicycle theft,51.385815,-1.31825,On or near Shopping Area,2018-07
13054,Bicycle theft,51.386938,-1.32118,On or near Jago Court,2018-07
13173,Bicycle theft,51.848641,-1.355213,On or near Glover Mews,2018-07
13265,Bicycle theft,51.793735999999996,-1.463279,On or near Harvest Grove,2018-07
13279,Bicycle theft,51.785346999999994,-1.475136,On or near Church Lane,2018-07
13280,Bicycle theft,51.78805,-1.472553,On or near Kingsfield Crescent,2018-07
13295,Bicycle theft,51.786778999999996,-1.509058,On or near Supermarket,2018-07
13298,Bicycle theft,51.784039,-1.505391,On or near Bourton Close,2018-07
13336,Bicycle theft,51.784909000000006,-1.484027,On or near Woolgate Shopping Centre,2018-07
13337,Bicycle theft,51.784194,-1.4869350000000001,On or near Marlborough Lane,2018-07
13338,Bicycle theft,51.784095,-1.482906,On or near Parking Area,2018-07
13339,Bicycle theft,51.778893,-1.481791,On or near Avenue Four,2018-07
13340,Bicycle theft,51.783398,-1.4818120000000001,On or near Witan Way,2018-07
13375,Bicycle theft,51.785410999999996,-1.494054,On or near Corn Bar,2018-07
13500,Bicycle theft,51.755584999999996,-1.590236,On or near Queen'S Road,2018-07
13657,Bicycle theft,51.523799,-0.709284,On or near Bridge Road,2018-07
13684,Bicycle theft,51.522494,-0.709148,On or near Kingsquarter,2018-07
13695,Bicycle theft,51.52308,-0.73244,On or near Lynton Green,2018-07
13748,Bicycle theft,51.525575,-0.717854,On or near Hospital,2018-07
13749,Bicycle theft,51.525575,-0.717854,On or near Hospital,2018-07
13750,Bicycle theft,51.521962,-0.718071,On or near St Ives Road,2018-07
13751,Bicycle theft,51.521273,-0.718364,On or near Parking Area,2018-07
13752,Bicycle theft,51.524153999999996,-0.718644,On or near Supermarket,2018-07
13798,Bicycle theft,51.520202000000005,-0.7223729999999999,On or near Keys Place,2018-07
13799,Bicycle theft,51.523585,-0.720101,On or near Market Street,2018-07
13800,Bicycle theft,51.522802,-0.720066,On or near High Street,2018-07
13801,Bicycle theft,51.52114,-0.719363,On or near Grove Road,2018-07
13802,Bicycle theft,51.518392,-0.718849,On or near Parking Area,2018-07
13803,Bicycle theft,51.520202000000005,-0.7223729999999999,On or near Keys Place,2018-07
13804,Bicycle theft,51.520202000000005,-0.7223729999999999,On or near Keys Place,2018-07
13805,Bicycle theft,51.522118,-0.723256,On or near Nicholsons Lane,2018-07
13806,Bicycle theft,51.522802,-0.720066,On or near High Street,2018-07
13807,Bicycle theft,51.522802,-0.720066,On or near High Street,2018-07
13808,Bicycle theft,51.523585,-0.720101,On or near Market Street,2018-07
13912,Bicycle theft,51.526581,-0.757958,On or near Camley Gardens,2018-07
14047,Bicycle theft,51.479851000000004,-0.664674,On or near Bishops Farm Close,2018-07
14092,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2018-07
14093,Bicycle theft,51.483269,-0.612929,On or near Parking Area,2018-07
14094,Bicycle theft,51.482377,-0.606634,On or near Church Street,2018-07
14095,Bicycle theft,51.480462,-0.605943,On or near Sheet Street,2018-07
14096,Bicycle theft,51.477897999999996,-0.609621,On or near Devereux Road,2018-07
14097,Bicycle theft,51.483519,-0.610487,On or near Bridgewater Terrace,2018-07
14098,Bicycle theft,51.482585,-0.6098100000000001,On or near Nightclub,2018-07
14169,Bicycle theft,51.485303,-0.607726,On or near Thames Street,2018-07
14170,Bicycle theft,51.487827,-0.608268,On or near Eton Square,2018-07
14171,Bicycle theft,51.494568,-0.618622,On or near Broken Furlong,2018-07
14172,Bicycle theft,51.485303,-0.607726,On or near Thames Street,2018-07
14173,Bicycle theft,51.487827,-0.608268,On or near Eton Square,2018-07
14174,Bicycle theft,51.492737,-0.615162,On or near Willow Place,2018-07
14175,Bicycle theft,51.492737,-0.615162,On or near Willow Place,2018-07
14235,Bicycle theft,51.497636,-0.590033,On or near Datchet Road,2018-07
14293,Bicycle theft,51.480992,-0.6119760000000001,On or near Oxford Road East,2018-07
14294,Bicycle theft,51.481002000000004,-0.61127,On or near Peascod Street,2018-07
14295,Bicycle theft,51.480992,-0.6119760000000001,On or near Oxford Road East,2018-07
14296,Bicycle theft,51.478102,-0.6147130000000001,On or near Hawtrey Road,2018-07
14297,Bicycle theft,51.480992,-0.6119760000000001,On or near Oxford Road East,2018-07
14298,Bicycle theft,51.480992,-0.6119760000000001,On or near Oxford Road East,2018-07
14299,Bicycle theft,51.4796,-0.6128819999999999,On or near Spinners Walk,2018-07
14333,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-07
14334,Bicycle theft,51.483238,-0.614053,On or near Parking Area,2018-07
14335,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-07
14532,Bicycle theft,51.46328,-0.587335,On or near Albany Road,2018-07
14646,Bicycle theft,51.499055,-0.873527,On or near Station Road,2018-07
14664,Bicycle theft,51.474804,-0.862346,On or near Byron Road,2018-07
14665,Bicycle theft,51.474804,-0.862346,On or near Byron Road,2018-07
14730,Bicycle theft,51.474105,-0.9089860000000001,On or near Thames Street,2018-07
14770,Bicycle theft,51.451334,-0.9056860000000001,On or near Parking Area,2018-07
14843,Bicycle theft,51.442032,-0.9149010000000001,On or near Bodmin Road,2018-07
14861,Bicycle theft,51.426002000000004,-0.9328719999999999,On or near Parking Area,2018-07
14890,Bicycle theft,51.426045,-0.9091809999999999,On or near Gabriel'S Square,2018-07
14992,Bicycle theft,51.431294,-0.9433219999999999,On or near Flaxman Close,2018-07
14998,Bicycle theft,51.427153000000004,-0.9367719999999999,On or near Chicory Close,2018-07
15013,Bicycle theft,51.417942,-0.947412,On or near Ducketts Mead,2018-07
15075,Bicycle theft,51.411059,-0.8348110000000001,On or near Central Walk,2018-07
15076,Bicycle theft,51.411059,-0.8348110000000001,On or near Central Walk,2018-07
15117,Bicycle theft,51.411786,-0.8301629999999999,On or near Cross Street,2018-07
15118,Bicycle theft,51.411611,-0.824358,On or near Jeffery Close,2018-07
15177,Bicycle theft,51.413779999999996,-0.855391,On or near Fernlea Drive,2018-07
15405,Bicycle theft,51.665957,-0.777113,On or near Laurel Drive,2018-07
15528,Bicycle theft,51.674114,-0.843867,On or near Ridge Side,2018-07
15761,Bicycle theft,51.635825,-0.768358,On or near Supermarket,2018-07
15762,Bicycle theft,51.632546999999995,-0.766207,On or near Green Street,2018-07
15763,Bicycle theft,51.630171999999995,-0.763555,On or near Kitchener Road,2018-07
15985,Bicycle theft,51.629438,-0.751049,On or near Church Square,2018-07
15986,Bicycle theft,51.628712,-0.751329,On or near Paul'S Row,2018-07
15987,Bicycle theft,51.629317,-0.749058,On or near Corporation Street,2018-07
15988,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2018-07
16132,Bicycle theft,51.621651,-0.739316,On or near Warren Wood Drive,2018-07
16133,Bicycle theft,51.621651,-0.739316,On or near Warren Wood Drive,2018-07
16134,Bicycle theft,51.621651,-0.739316,On or near Warren Wood Drive,2018-07
16135,Bicycle theft,51.621651,-0.739316,On or near Warren Wood Drive,2018-07
16136,Bicycle theft,51.621651,-0.739316,On or near Warren Wood Drive,2018-07
18821,Bicycle theft,51.815897,-0.7967930000000001,On or near Albert Street,2015-11
18875,Bicycle theft,51.8206,-0.809189,On or near Shopping Area,2015-11
18910,Bicycle theft,51.812298999999996,-0.80816,On or near Walton Street,2015-11
18946,Bicycle theft,51.816809,-0.811349,On or near Shopping Area,2015-11
19409,Bicycle theft,51.404665,-0.737499,On or near Ripplesmere,2015-11
19422,Bicycle theft,51.411418,-0.732496,On or near Vincent Rise,2015-11
19423,Bicycle theft,51.410534000000006,-0.72638,On or near Lydbury,2015-11
19509,Bicycle theft,51.416351,-0.749731,On or near Further/Higher Educational Building,2015-11
19716,Bicycle theft,51.370602000000005,-0.790269,On or near Petrol Station,2015-11
19967,Bicycle theft,52.063455,-1.3379459999999999,On or near Castle Street,2015-11
20011,Bicycle theft,52.059246,-1.331445,On or near Canal Street,2015-11
20130,Bicycle theft,52.049963,-1.344897,On or near Ruskin Road,2015-11
20150,Bicycle theft,52.057455,-1.335876,On or near Prospect Road,2015-11
20226,Bicycle theft,51.87404,-1.122802,On or near Briar Furlong,2015-11
20345,Bicycle theft,51.900954,-1.178134,On or near Hambleside,2015-11
20371,Bicycle theft,51.897759,-1.1523809999999999,On or near Parking Area,2015-11
20508,Bicycle theft,51.82403,-1.287717,On or near Supermarket,2015-11
20509,Bicycle theft,51.82403,-1.287717,On or near Supermarket,2015-11
20518,Bicycle theft,51.816838,-1.290921,On or near Sports/Recreation Area,2015-11
20692,Bicycle theft,51.702314,-0.7391449999999999,On or near Lyndon Close,2015-11
20989,Bicycle theft,52.064546,-0.790181,On or near Permayne,2015-11
21048,Bicycle theft,52.061931,-0.813387,On or near Church Street,2015-11
21133,Bicycle theft,52.056126,-0.756951,On or near Rockingham Drive,2015-11
21134,Bicycle theft,52.060243,-0.774938,On or near Pedestrian Subway,2015-11
21241,Bicycle theft,52.050948,-0.810222,On or near Gledfield Place,2015-11
21297,Bicycle theft,52.052578000000004,-0.7805880000000001,On or near Ormsgill Court,2015-11
21400,Bicycle theft,52.043766,-0.74366,On or near Columbia Place,2015-11
21428,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2015-11
21429,Bicycle theft,52.042587,-0.758011,On or near Shopping Area,2015-11
21430,Bicycle theft,52.041906,-0.759095,On or near Shopping Area,2015-11
21431,Bicycle theft,52.043964,-0.7487729999999999,On or near Theatre/Concert Hall,2015-11
21432,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2015-11
21433,Bicycle theft,52.042977,-0.751454,On or near Parking Area,2015-11
21434,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2015-11
21435,Bicycle theft,52.043728,-0.760459,On or near North Eighth Street,2015-11
21436,Bicycle theft,52.042808,-0.757612,On or near Central Milton Keynes Shopping Centre,2015-11
21437,Bicycle theft,52.042806,-0.764304,On or near North Seventh Street,2015-11
21438,Bicycle theft,52.041428,-0.748712,On or near Nightclub,2015-11
21439,Bicycle theft,52.040934,-0.758947,On or near Pedestrian Subway,2015-11
21440,Bicycle theft,52.041428,-0.748712,On or near Nightclub,2015-11
21441,Bicycle theft,52.036644,-0.760538,On or near South Fifth Street,2015-11
21600,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2015-11
